productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extDescription,extCost,extTypeLine,extCardCategory,extCardType,extCardSubtype,extThreshold,extElement,extPowerRating,extLife,extFlavorText,extDefensePower
585262,Grand Old Boar (Foil),Grand Old Boar Foil,https://tcgplayer-cdn.tcgplayer.com/product/585262_200w.jpg,77,23588,https://cpt.tcgcsv.com/g7J6,2024-10-04T19:00:17.667,1,3.3,5.67,29.99,5.21,,Foil,Elite,Has Charge if there are dead Squeakers.,5,An Elite Beast of gnarled tusk,Spell,Minion,Beast,EEE,Earth,5,,"Bull-huge in the mists of the morn; what an impressive sight!
My quarry‚Äîwith eyes ablaze for vengeance in the fight;
Running in fear, I glanced over my shoulder once more,
I tumbled, A final glimpse; the eyes of the Grand Old Boar.",5
585263,Grievous Insult,Grievous Insult,https://tcgplayer-cdn.tcgplayer.com/product/585263_200w.jpg,77,23588,https://cpt.tcgcsv.com/h7J6,2024-10-09T20:13:03.303,1,0.01,0.15,0.79,0.07,,Normal,Ordinary,May be cast by any ally. Silence target nearby minion this turn and tap it. Draw a spell.,2,Ordinary Magic of cutting words,Spell,Magic,,W,Water,,,"""Thou cream-faced loon"" —Macbeth (Act 5, Scene 3)",
585264,Grievous Insult (Foil),Grievous Insult Foil,https://tcgplayer-cdn.tcgplayer.com/product/585264_200w.jpg,77,23588,https://cpt.tcgcsv.com/j7J6,2024-10-09T20:13:13.597,1,1.18,1.94,12.86,1.48,,Foil,Ordinary,May be cast by any ally. Silence target nearby minion this turn and tap it. Draw a spell.,2,Ordinary Magic of cutting words,Spell,Magic,,W,Water,,,"""Thou cream-faced loon"" —Macbeth (Act 5, Scene 3)",
585265,Grim Guisarme,Grim Guisarme,https://tcgplayer-cdn.tcgplayer.com/product/585265_200w.jpg,77,23588,https://cpt.tcgcsv.com/k7J6,2024-10-04T19:00:17.967,1,0.14,0.26,3.71,0.24,,Normal,Elite,Bearer takes and deals double strike damage.,3,An Elite Weapon of equal execution,Spell,Artifact,Weapon,,,,,"An evil head it had, four feet large, no less, sharply ground, 
and bound to the handle by the lace that gleamed brightly.",
585266,Grim Guisarme (Foil),Grim Guisarme Foil,https://tcgplayer-cdn.tcgplayer.com/product/585266_200w.jpg,77,23588,https://cpt.tcgcsv.com/l7J6,2024-10-04T19:00:18.227,1,3.65,5.64,28.0,5.64,,Foil,Elite,Bearer takes and deals double strike damage.,3,An Elite Weapon of equal execution,Spell,Artifact,Weapon,,,,,"An evil head it had, four feet large, no less, sharply ground, 
and bound to the handle by the lace that gleamed brightly.",
585267,Guards!,Guards,https://tcgplayer-cdn.tcgplayer.com/product/585267_200w.jpg,77,23588,https://cpt.tcgcsv.com/m7J6,2024-10-04T19:00:18.36,1,0.16,0.3,3.35,0.26,,Normal,Elite,Summon a Foot Soldier token to each site near your Avatar.,6,Elite Magic calls for aid,Spell,Magic,,EE,Earth,,,,
585268,Guards! (Foil),Guards Foil,https://tcgplayer-cdn.tcgplayer.com/product/585268_200w.jpg,77,23588,https://cpt.tcgcsv.com/n7J6,2024-10-04T19:00:18.44,1,3.85,5.02,47.56,4.57,,Foil,Elite,Summon a Foot Soldier token to each site near your Avatar.,6,Elite Magic calls for aid,Spell,Magic,,EE,Earth,,,,
585269,Hamlet,Hamlet,https://tcgplayer-cdn.tcgplayer.com/product/585269_200w.jpg,77,23588,https://cpt.tcgcsv.com/p7J6,2024-10-04T19:00:18.52,1,0.05,0.15,1.43,0.09,,Normal,Ordinary,Ordinary minions cost (1) less to cast to this site.,,A Site where Ordinary families thrive,Site,Site,,,,,,,
585270,Hamlet (Foil),Hamlet Foil,https://tcgplayer-cdn.tcgplayer.com/product/585270_200w.jpg,77,23588,https://cpt.tcgcsv.com/q7J6,2024-10-04T19:00:18.697,1,1.99,3.6,20.0,3.09,,Foil,Ordinary,Ordinary minions cost (1) less to cast to this site.,,A Site where Ordinary families thrive,Site,Site,,,,,,,
585271,Hamlet's Ablaze!,Hamlets Ablaze,https://tcgplayer-cdn.tcgplayer.com/product/585271_200w.jpg,77,23588,https://cpt.tcgcsv.com/r7J6,2024-10-04T19:00:18.873,1,0.05,0.15,0.79,0.08,,Normal,Ordinary,"Conjure atop an Ordinary or Exceptional site.<br>
<br>
At the start of your turn, destroy this site, minions atop it, and Hamlet's Ablaze.",3,An Aura of Ordinary arson,Spell,Aura,,FF,Fire,,,,
585272,Hamlet's Ablaze! (Foil),Hamlets Ablaze Foil,https://tcgplayer-cdn.tcgplayer.com/product/585272_200w.jpg,77,23588,https://cpt.tcgcsv.com/s7J6,2024-10-04T19:00:19.08,1,1.15,1.52,5.0,1.46,,Foil,Ordinary,"Conjure atop an Ordinary or Exceptional site.<br>
<br>
At the start of your turn, destroy this site, minions atop it, and Hamlet's Ablaze.",3,An Aura of Ordinary arson,Spell,Aura,,FF,Fire,,,,
585273,Harassing Ruffians,Harassing Ruffians,https://tcgplayer-cdn.tcgplayer.com/product/585273_200w.jpg,77,23588,https://cpt.tcgcsv.com/t7J6,2024-10-04T19:00:19.157,1,0.04,0.15,0.79,0.05,,Normal,Ordinary,Units attacked by Harrassing Ruffians can't be defended.,3,Ordinary Mortals looking for trouble,Spell,Minion,Mortal,FF,Fire,3,,,3
585274,Harassing Ruffians (Foil),Harassing Ruffians Foil,https://tcgplayer-cdn.tcgplayer.com/product/585274_200w.jpg,77,23588,https://cpt.tcgcsv.com/v7J6,2024-10-04T19:00:19.267,1,0.88,1.07,10.99,1.07,,Foil,Ordinary,Units attacked by Harrassing Ruffians can't be defended.,3,Ordinary Mortals looking for trouble,Spell,Minion,Mortal,FF,Fire,3,,,3
585275,Helpful Hob,Helpful Hob,https://tcgplayer-cdn.tcgplayer.com/product/585275_200w.jpg,77,23588,https://cpt.tcgcsv.com/w7J6,2024-10-09T20:14:36.243,1,0.04,0.14,0.79,0.06,,Normal,Ordinary,Genesis -> Untap an adjacent ally.,4,An Ordinary Faerie does the job for you,Spell,Minion,Faerie,WW,Water,1,,"""Up the airy mountain, Down the rushy glen, We daren't go a-hunting For fear of little men; Wee folk, good folk, Trooping 
all together; Green jacket, red cap, And white owl's feather!""
— William Allingham, the Faeries",1
585276,Helpful Hob (Foil),Helpful Hob Foil,https://tcgplayer-cdn.tcgplayer.com/product/585276_200w.jpg,77,23588,https://cpt.tcgcsv.com/x7J6,2024-10-09T20:14:56.473,1,1.0,1.49,12.76,1.29,,Foil,Ordinary,Genesis -> Untap an adjacent ally.,4,An Ordinary Faerie does the job for you,Spell,Minion,Faerie,WW,Water,1,,"""Up the airy mountain, Down the rushy glen, We daren't go a-hunting For fear of little men; Wee folk, good folk, Trooping 
all together; Green jacket, red cap, And white owl's feather!""
— William Allingham, the Faeries",1
585277,Horn of Caerleon,Horn of Caerleon,https://tcgplayer-cdn.tcgplayer.com/product/585277_200w.jpg,77,23588,https://cpt.tcgcsv.com/z7J6,2024-10-04T19:00:19.587,1,0.1,0.29,3.35,0.21,,Normal,Elite,Nearby minions have Charge.,4,An Elite Instrument sounds. The battle begins!,Spell,Artifact,Instruments,,,,,"From the western hills, a great blast was heard and all at 
once a wave of spear and banner poured over the horizon.",
585278,Horn of Caerleon (Foil),Horn of Caerleon Foil,https://tcgplayer-cdn.tcgplayer.com/product/585278_200w.jpg,77,23588,https://cpt.tcgcsv.com/B7J6,2024-10-04T19:00:19.663,1,6.94,10.5,80.0,11.74,,Foil,Elite,Nearby minions have Charge.,4,An Elite Instrument sounds. The battle begins!,Spell,Artifact,Instruments,,,,,"From the western hills, a great blast was heard and all at 
once a wave of spear and banner poured over the horizon.",
585279,Hunter's Lodge,Hunters Lodge,https://tcgplayer-cdn.tcgplayer.com/product/585279_200w.jpg,77,23588,https://cpt.tcgcsv.com/C7J6,2024-10-04T19:00:19.76,1,0.05,0.15,0.79,0.08,,Normal,Ordinary,Genesis -> Enemies lose Stealth.,,"An Ordinary Site, surrounded by snares",Site,Site,,E,Earth,,,,
585280,Hunter's Lodge (Foil),Hunters Lodge Foil,https://tcgplayer-cdn.tcgplayer.com/product/585280_200w.jpg,77,23588,https://cpt.tcgcsv.com/D7J6,2024-10-04T19:00:19.92,1,0.77,1.53,44.97,1.11,,Foil,Ordinary,Genesis -> Enemies lose Stealth.,,"An Ordinary Site, surrounded by snares",Site,Site,,E,Earth,,,,
585281,Hunting Party,Hunting Party,https://tcgplayer-cdn.tcgplayer.com/product/585281_200w.jpg,77,23588,https://cpt.tcgcsv.com/F7J6,2024-10-04T19:00:20.06,1,0.08,0.18,1.0,0.11,,Normal,Exceptional,"Ranged<br>
<br>
Nearby enemies lose Stealth.",4,Exceptional Mortals sound the horn,Spell,Minion,Mortal,E,Earth,3,,"Among patricians, hunting vastly surpasses all of jousting, feasting, dancing, gaming, and polite conversation in money and effort spent.",3
585282,Hunting Party (Foil),Hunting Party Foil,https://tcgplayer-cdn.tcgplayer.com/product/585282_200w.jpg,77,23588,https://cpt.tcgcsv.com/G7J6,2024-10-04T19:00:20.203,1,0.65,1.3,49.99,1.11,,Foil,Exceptional,"Ranged<br>
<br>
Nearby enemies lose Stealth.",4,Exceptional Mortals sound the horn,Spell,Minion,Mortal,E,Earth,3,,"Among patricians, hunting vastly surpasses all of jousting, feasting, dancing, gaming, and polite conversation in money and effort spent.",3
585283,Hyter Sprites,Hyter Sprites,https://tcgplayer-cdn.tcgplayer.com/product/585283_200w.jpg,77,23588,https://cpt.tcgcsv.com/H7J6,2024-10-04T19:00:20.32,1,0.05,0.15,1.37,0.08,,Normal,Ordinary,Genesis -> Name a spell. Spells with that name can‚Äôt be cast until your next turn.,2,Ordinary Faeries stare into your soul,Spell,Minion,Faerie,A,Air,2,,,2
585284,Hyter Sprites (Foil),Hyter Sprites Foil,https://tcgplayer-cdn.tcgplayer.com/product/585284_200w.jpg,77,23588,https://cpt.tcgcsv.com/J7J6,2024-10-04T19:00:20.417,1,0.85,1.21,7.8,1.03,,Foil,Ordinary,Genesis -> Name a spell. Spells with that name can‚Äôt be cast until your next turn.,2,Ordinary Faeries stare into your soul,Spell,Minion,Faerie,A,Air,2,,,2
585285,Impenetrable Copse,Impenetrable Copse,https://tcgplayer-cdn.tcgplayer.com/product/585285_200w.jpg,77,23588,https://cpt.tcgcsv.com/K7J6,2024-10-04T19:00:20.527,1,0.09,0.2,1.0,0.17,,Normal,Exceptional,Projectiles can't enter this site from the outside.,,An Exceptional Site blocks all from view,Site,Site,,E,Earth,,,,
585286,Impenetrable Copse (Foil),Impenetrable Copse Foil,https://tcgplayer-cdn.tcgplayer.com/product/585286_200w.jpg,77,23588,https://cpt.tcgcsv.com/L7J6,2024-10-04T19:00:20.93,1,1.0,1.75,9.8,1.44,,Foil,Exceptional,Projectiles can't enter this site from the outside.,,An Exceptional Site blocks all from view,Site,Site,,E,Earth,,,,
585287,Invasion,Invasion,https://tcgplayer-cdn.tcgplayer.com/product/585287_200w.jpg,77,23588,https://cpt.tcgcsv.com/M7J6,2024-10-04T19:00:21.18,1,0.05,0.32,1.99,0.2,,Normal,Elite,"At the end of your turn, summon a <br>
Foot Soldier token to each affected enemy site with no units. Lasts 3 of your turns.",6,An Elite Aura overwhelms an empire,Spell,Aura,,FF,Fire,,,,
585288,Invasion (Foil),Invasion Foil,https://tcgplayer-cdn.tcgplayer.com/product/585288_200w.jpg,77,23588,https://cpt.tcgcsv.com/N7J6,2024-10-04T19:00:21.4,1,6.84,9.12,42.25,7.68,,Foil,Elite,"At the end of your turn, summon a <br>
Foot Soldier token to each affected enemy site with no units. Lasts 3 of your turns.",6,An Elite Aura overwhelms an empire,Spell,Aura,,FF,Fire,,,,
585289,Iron Man Talus,Iron Man Talus,https://tcgplayer-cdn.tcgplayer.com/product/585289_200w.jpg,77,23588,https://cpt.tcgcsv.com/P7J6,2024-10-09T20:22:59.717,1,0.08,0.17,0.75,0.12,,Normal,Exceptional,Can't be disabled or moved by force.,4,An Exceptional Automaton with a will of iron,Spell,Artifact,Automaton,,,3,,"""His name was Talus, made of yron mould, 
Immoueable, resistlesse, without end.""
—Edmund Spenser, The Faerie Queene",3
585290,Iron Man Talus (Foil),Iron Man Talus Foil,https://tcgplayer-cdn.tcgplayer.com/product/585290_200w.jpg,77,23588,https://cpt.tcgcsv.com/Q7J6,2024-10-09T20:23:09.387,1,0.8,1.99,7.9,1.14,,Foil,Exceptional,Can't be disabled or moved by force.,4,An Exceptional Automaton with a will of iron,Spell,Artifact,Automaton,,,3,,"""His name was Talus, made of yron mould, 
Immoueable, resistlesse, without end.""
—Edmund Spenser, The Faerie Queene",3
585291,Joust!,Joust,https://tcgplayer-cdn.tcgplayer.com/product/585291_200w.jpg,77,23588,https://cpt.tcgcsv.com/R7J6,2024-10-04T19:00:22.197,1,0.04,0.15,0.79,0.05,,Normal,Ordinary,"An ally targets an enemy they‚Äôre adjacent to, then they both take a step to swap places. If they pass each other, they fight.",3,A thunderous clash of Ordinary Magic,Spell,Magic,,F,Fire,,,,
585292,Joust! (Foil),Joust Foil,https://tcgplayer-cdn.tcgplayer.com/product/585292_200w.jpg,77,23588,https://cpt.tcgcsv.com/S7J6,2024-10-04T19:00:22.313,1,0.8,1.89,8.95,0.83,,Foil,Ordinary,"An ally targets an enemy they‚Äôre adjacent to, then they both take a step to swap places. If they pass each other, they fight.",3,A thunderous clash of Ordinary Magic,Spell,Magic,,F,Fire,,,,
585293,Joyous Garde,Joyous Garde,https://tcgplayer-cdn.tcgplayer.com/product/585293_200w.jpg,77,23588,https://cpt.tcgcsv.com/T7J6,2024-10-04T19:00:22.417,1,23.65,26.96,35.0,24.85,,Normal,Unique,Only provides mana and threshold while in your back row.,,A Unique Site and seat of courtly love,Site,Site,,AFW,Air;Fire;Water,,,,
585294,Joyous Garde (Foil),Joyous Garde Foil,https://tcgplayer-cdn.tcgplayer.com/product/585294_200w.jpg,77,23588,https://cpt.tcgcsv.com/V7J6,2024-10-04T19:00:22.56,1,160.0,160.98,160.99,118.28,,Foil,Unique,Only provides mana and threshold while in your back row.,,A Unique Site and seat of courtly love,Site,Site,,AFW,Air;Fire;Water,,,,
585295,Just a Rock,Just a Rock,https://tcgplayer-cdn.tcgplayer.com/product/585295_200w.jpg,77,23588,https://cpt.tcgcsv.com/W7J6,2024-10-04T19:00:22.687,1,0.05,0.15,1.07,0.07,,Normal,Ordinary,May be cast into the hands of any unit already carrying an artifact to banish that artifact.,1,The most Ordinary Relic you've ever seen,Spell,Artifact,Relic,,,,,,
585296,Just a Rock (Foil),Just a Rock Foil,https://tcgplayer-cdn.tcgplayer.com/product/585296_200w.jpg,77,23588,https://cpt.tcgcsv.com/X7J6,2024-10-04T19:00:22.78,1,2.0,3.47,39.99,2.9,,Foil,Ordinary,May be cast into the hands of any unit already carrying an artifact to banish that artifact.,1,The most Ordinary Relic you've ever seen,Spell,Artifact,Relic,,,,,,
585297,Keening Banshee,Keening Banshee,https://tcgplayer-cdn.tcgplayer.com/product/585297_200w.jpg,77,23588,https://cpt.tcgcsv.com/Z7J6,2024-10-04T19:00:22.893,1,0.04,0.15,0.79,0.05,,Normal,Ordinary,May be cast for (0) if an allied Mortal died this turn.,4,An Ordinary Spirit of sorrow and regret,Spell,Minion,Spirit,AA,Air,3,,,3
585298,Keening Banshee (Foil),Keening Banshee Foil,https://tcgplayer-cdn.tcgplayer.com/product/585298_200w.jpg,77,23588,https://cpt.tcgcsv.com/-7J6,2024-10-04T19:00:23,1,0.84,1.2,10.0,1.09,,Foil,Ordinary,May be cast for (0) if an allied Mortal died this turn.,4,An Ordinary Spirit of sorrow and regret,Spell,Minion,Spirit,AA,Air,3,,,3
585299,Kelp Cavern,Kelp Cavern,https://tcgplayer-cdn.tcgplayer.com/product/585299_200w.jpg,77,23588,https://cpt.tcgcsv.com/_7J6,2024-10-04T19:00:23.08,1,0.2,0.91,2.35,0.82,,Normal,Elite,Genesis -> Look at your bottom three spells. Put one on top of your spellbook.,,An Elite Site where memories resurface,Site,Site,,W,Water,,,,
585300,Kelp Cavern (Foil),Kelp Cavern Foil,https://tcgplayer-cdn.tcgplayer.com/product/585300_200w.jpg,77,23588,https://cpt.tcgcsv.com/08J6,2024-10-04T19:00:23.22,1,8.48,12.0,54.97,11.18,,Foil,Elite,Genesis -> Look at your bottom three spells. Put one on top of your spellbook.,,An Elite Site where memories resurface,Site,Site,,W,Water,,,,
585301,Kettletop Leprechaun,Kettletop Leprechaun,https://tcgplayer-cdn.tcgplayer.com/product/585301_200w.jpg,77,23588,https://cpt.tcgcsv.com/28J6,2024-10-09T20:24:19.687,1,0.05,0.15,0.79,0.07,,Normal,Ordinary,Deathrite -> Draw a site.,2,An Ordinary Faerie with a cache of coin,Spell,Minion,Faerie,E,Earth,2,,"""My purse?"" said he, ""tis in her hand, That lady by your side.' I turned 
to look, the elf was off, And what was I to do? Oh! I laughed to think 
what a fool I‚d been, And, the fairy was laughing too."" — Robert Joyce",2
585302,Kettletop Leprechaun (Foil),Kettletop Leprechaun Foil,https://tcgplayer-cdn.tcgplayer.com/product/585302_200w.jpg,77,23588,https://cpt.tcgcsv.com/38J6,2024-10-09T20:24:29.387,1,4.1,4.99,13.99,2.5,,Foil,Ordinary,Deathrite -> Draw a site.,2,An Ordinary Faerie with a cache of coin,Spell,Minion,Faerie,E,Earth,2,,"""My purse?"" said he, ""tis in her hand, That lady by your side.' I turned 
to look, the elf was off, And what was I to do? Oh! I laughed to think 
what a fool I‚d been, And, the fairy was laughing too."" — Robert Joyce",2
585303,King Arthur,King Arthur,https://tcgplayer-cdn.tcgplayer.com/product/585303_200w.jpg,77,23588,https://cpt.tcgcsv.com/58J6,2024-10-04T19:00:23.517,1,5.7,11.0,49.99,6.16,,Normal,Unique,Players can't control cards owned by other players.,4,A Unique Mortal and king of kings,Spell,Minion,Mortal,AEFW,Air;Earth;Fire;Water,5,,Death is welcome when it comes; but to yield‚Äînever!,5
585304,King Arthur (Foil),King Arthur Foil,https://tcgplayer-cdn.tcgplayer.com/product/585304_200w.jpg,77,23588,https://cpt.tcgcsv.com/68J6,2024-10-07T14:49:56.42,1,54.77,69.11,229.99,69.11,,Foil,Unique,Players can't control cards owned by other players.,4,A Unique Mortal and king of kings,Spell,Minion,Mortal,AEFW,Air;Earth;Fire;Water,5,,Death is welcome when it comes; but to yield‚Äînever!,5
585305,King's Council,Kings Council,https://tcgplayer-cdn.tcgplayer.com/product/585305_200w.jpg,77,23588,https://cpt.tcgcsv.com/78J6,2024-10-04T19:00:23.71,1,0.1,0.35,3.99,0.23,,Normal,Elite,Draw a card for each Unique ally.,3,"Elite Magic, the gathering of noble minds",Spell,Magic,,AA,Air,,,"What dire tidings cannot be forestalled,
by assembly of the cunning and the bold?",
585306,King's Council (Foil),Kings Council Foil,https://tcgplayer-cdn.tcgplayer.com/product/585306_200w.jpg,77,23588,https://cpt.tcgcsv.com/88J6,2024-10-07T14:53:03.303,1,3.02,6.15,35.0,6.48,,Foil,Elite,Draw a card for each Unique ally.,3,"Elite Magic, the gathering of noble minds",Spell,Magic,,AA,Air,,,"What dire tidings cannot be forestalled,
by assembly of the cunning and the bold?",
585307,Kingswood Poachers,Kingswood Poachers,https://tcgplayer-cdn.tcgplayer.com/product/585307_200w.jpg,77,23588,https://cpt.tcgcsv.com/98J6,2024-10-04T19:00:23.893,1,0.08,0.19,1.0,0.1,,Normal,Exceptional,"Stealth<br>
<br>
Genesis -> Search a spellbook for up to three Beasts, banish them, then shuffle.",4,Exceptional Mortals running from the law,Spell,Minion,Mortal,W,Water,3,,,3
585308,Kingswood Poachers (Foil),Kingswood Poachers Foil,https://tcgplayer-cdn.tcgplayer.com/product/585308_200w.jpg,77,23588,https://cpt.tcgcsv.com/b8J6,2024-10-04T19:00:24.093,1,0.9,1.45,12.2,1.17,,Foil,Exceptional,"Stealth<br>
<br>
Genesis -> Search a spellbook for up to three Beasts, banish them, then shuffle.",4,Exceptional Mortals running from the law,Spell,Minion,Mortal,W,Water,3,,,3
585309,Knighthood,Knighthood,https://tcgplayer-cdn.tcgplayer.com/product/585309_200w.jpg,77,23588,https://cpt.tcgcsv.com/c8J6,2024-10-04T19:00:24.347,1,0.08,0.19,2.0,0.12,,Normal,Exceptional,"If you control an Ordinary Mortal, you may summon a Knight, Sir, or Dame from your hand to their location.",1,Magic to find the Exceptional among us,Spell,Magic,,E,Earth,,,,
585310,Knighthood (Foil),Knighthood Foil,https://tcgplayer-cdn.tcgplayer.com/product/585310_200w.jpg,77,23588,https://cpt.tcgcsv.com/d8J6,2024-10-04T19:00:24.533,1,0.72,2.0,17.9,1.23,,Foil,Exceptional,"If you control an Ordinary Mortal, you may summon a Knight, Sir, or Dame from your hand to their location.",1,Magic to find the Exceptional among us,Spell,Magic,,E,Earth,,,,
585311,Lady Iseult,Lady Iseult,https://tcgplayer-cdn.tcgplayer.com/product/585311_200w.jpg,77,23588,https://cpt.tcgcsv.com/f8J6,2024-10-04T19:00:24.82,1,6.56,8.29,30.0,7.52,,Normal,Unique,"If another nearby allied minion would die, return it to hand.",2,A Unique Mortal and unparalleled healer,Spell,Minion,Mortal,EE,Earth,1,,"Then the king for great favour made Tristan to be put in his daughter‚Äôs ward for keeping, because she was a noble surgeon.",1
585312,Lady Iseult (Foil),Lady Iseult Foil,https://tcgplayer-cdn.tcgplayer.com/product/585312_200w.jpg,77,23588,https://cpt.tcgcsv.com/g8J6,2024-10-04T19:00:25.167,1,50.0,65.0,175.0,67.12,,Foil,Unique,"If another nearby allied minion would die, return it to hand.",2,A Unique Mortal and unparalleled healer,Spell,Minion,Mortal,EE,Earth,1,,"Then the king for great favour made Tristan to be put in his daughter‚Äôs ward for keeping, because she was a noble surgeon.",1
585313,Lake Afanc,Lake Afanc,https://tcgplayer-cdn.tcgplayer.com/product/585313_200w.jpg,77,23588,https://cpt.tcgcsv.com/h8J6,2024-10-04T19:00:25.297,1,0.03,0.15,0.79,0.05,,Normal,Ordinary,"Lethal, Submerge",4,An Ordinary Beast lurks at water's edge,Spell,Minion,Beast,WW,Water,3,,"With a roar, it leapt straight into the deep blue 
water that was to become its new home.",3
585314,Lake Afanc (Foil),Lake Afanc Foil,https://tcgplayer-cdn.tcgplayer.com/product/585314_200w.jpg,77,23588,https://cpt.tcgcsv.com/j8J6,2024-10-04T19:00:25.41,1,0.92,1.03,15.0,1.04,,Foil,Ordinary,"Lethal, Submerge",4,An Ordinary Beast lurks at water's edge,Spell,Minion,Beast,WW,Water,3,,"With a roar, it leapt straight into the deep blue 
water that was to become its new home.",3
585315,Lance (Box Topper),Lance Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/585315_200w.jpg,77,23588,https://cpt.tcgcsv.com/k8J6,2024-10-04T19:00:25.52,0,0.29,0.37,0.65,0.34,,Normal,,"Bearer's next strike deals +1 damage and strikes first, then Lance breaks.",,An Ordinary medieval Weapon,Token,Artifact,,,,,,,
585316,Lava Flow,Lava Flow,https://tcgplayer-cdn.tcgplayer.com/product/585316_200w.jpg,77,23588,https://cpt.tcgcsv.com/l8J6,2024-10-04T19:00:25.68,1,0.09,0.19,0.75,0.11,,Normal,Exceptional,Lava flows from the caster's site in a cardinal direction. Deal damage to each other unit occupying a site in the area of effect:,5,Exceptional Magic of molten animosity,Spell,Magic,,FF,Fire,,,,
585317,Lava Flow (Foil),Lava Flow Foil,https://tcgplayer-cdn.tcgplayer.com/product/585317_200w.jpg,77,23588,https://cpt.tcgcsv.com/m8J6,2024-10-04T19:00:25.897,1,0.9,1.25,70.0,1.0,,Foil,Exceptional,Lava flows from the caster's site in a cardinal direction. Deal damage to each other unit occupying a site in the area of effect:,5,Exceptional Magic of molten animosity,Spell,Magic,,FF,Fire,,,,
585318,Led Astray,Led Astray,https://tcgplayer-cdn.tcgplayer.com/product/585318_200w.jpg,77,23588,https://cpt.tcgcsv.com/n8J6,2024-10-04T19:00:26.1,1,0.05,0.14,1.37,0.09,,Normal,Ordinary,Choose any number of enemies at target location. They take a step together to another location they're adjacent to.,2,Ordinary Magic distracts the unwary,Spell,Magic,,W,Water,,,,
585319,Led Astray (Foil),Led Astray Foil,https://tcgplayer-cdn.tcgplayer.com/product/585319_200w.jpg,77,23588,https://cpt.tcgcsv.com/p8J6,2024-10-04T19:00:26.227,1,1.25,2.08,12.9,1.65,,Foil,Ordinary,Choose any number of enemies at target location. They take a step together to another location they're adjacent to.,2,Ordinary Magic distracts the unwary,Spell,Magic,,W,Water,,,,
585320,Leyline Henge,Leyline Henge,https://tcgplayer-cdn.tcgplayer.com/product/585320_200w.jpg,77,23588,https://cpt.tcgcsv.com/q8J6,2024-10-04T19:00:26.357,1,0.08,0.15,0.79,0.09,,Normal,Ordinary,Genesis -> Draw a spell for each other adjacent Leyline Henge.,,An Ordinary Site marks the passing seasons,Site,Site,,,,,,,
585321,Leyline Henge (Foil),Leyline Henge Foil,https://tcgplayer-cdn.tcgplayer.com/product/585321_200w.jpg,77,23588,https://cpt.tcgcsv.com/r8J6,2024-10-04T20:00:49.153,1,0.89,2.0,8.2,0.94,,Foil,,,,,,,,,,,,,
585322,Lookout,Lookout,https://tcgplayer-cdn.tcgplayer.com/product/585322_200w.jpg,77,23588,https://cpt.tcgcsv.com/s8J6,2024-10-04T19:00:27.003,1,0.08,0.15,1.42,0.1,,Normal,Ordinary,Genesis -> Look at each opponent's hand.,,An Ordinary Site warns of what's to come,Site,Site,,A,Air,,,,
585323,Lookout (Foil),Lookout Foil,https://tcgplayer-cdn.tcgplayer.com/product/585323_200w.jpg,77,23588,https://cpt.tcgcsv.com/t8J6,2024-10-04T19:00:27.24,1,1.7,2.0,13.79,1.77,,Foil,Ordinary,Genesis -> Look at each opponent's hand.,,An Ordinary Site warns of what's to come,Site,Site,,A,Air,,,,
585324,Love Potion,Love Potion,https://tcgplayer-cdn.tcgplayer.com/product/585324_200w.jpg,77,23588,https://cpt.tcgcsv.com/v8J6,2024-10-04T19:00:27.41,1,0.24,0.38,2.99,0.24,,Normal,Elite,"Bearer has ""Sacrifice Love Potion -> Gain control of target enemy minion here until this unit leaves the realm.""",6,An Elite Potion of blind devotion,Spell,Artifact,Potion,,,,,,
585325,Love Potion (Foil),Love Potion Foil,https://tcgplayer-cdn.tcgplayer.com/product/585325_200w.jpg,77,23588,https://cpt.tcgcsv.com/w8J6,2024-10-04T19:00:27.783,1,7.05,9.47,20.0,9.37,,Foil,Elite,"Bearer has ""Sacrifice Love Potion -> Gain control of target enemy minion here until this unit leaves the realm.""",6,An Elite Potion of blind devotion,Spell,Artifact,Potion,,,,,,
585326,Lugbog Cat,Lugbog Cat,https://tcgplayer-cdn.tcgplayer.com/product/585326_200w.jpg,77,23588,https://cpt.tcgcsv.com/x8J6,2024-10-09T20:25:08.497,1,0.09,0.2,0.79,0.16,,Normal,Exceptional,Can and must be cast to any water site.,3,An Exceptional Beast of menacing might,Spell,Minion,Beast,WW,Water,4,,"""Who pierced the Cath Palug? Nine score before dawn. 
Would fall for its food. Nine score chieftains."" 
—The Black Book of Carmarthen",4
585327,Lugbog Cat (Foil),Lugbog Cat Foil,https://tcgplayer-cdn.tcgplayer.com/product/585327_200w.jpg,77,23588,https://cpt.tcgcsv.com/z8J6,2024-10-09T20:25:16.57,1,3.3,4.99,19.99,3.47,,Foil,Exceptional,Can and must be cast to any water site.,3,An Exceptional Beast of menacing might,Spell,Minion,Beast,WW,Water,4,,"""Who pierced the Cath Palug? Nine score before dawn. 
Would fall for its food. Nine score chieftains."" 
—The Black Book of Carmarthen",4
